Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car,Mileage Intensity,Price per CC,Price_log,Kilometer_log,Engine_log,Max Power_log
Q5 45 TFSI Premium Plus,0.5152172526000128,0.0,Individual,0.49458784346378015,0.6979166666666666,370 Nm @ 1600 rpm,0.49999999999999994,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.020066421943708848,0.517755125355656,0.8458985465297881,0.0,0.6566122167511832,0.8460061151107245
Duster RXS 1.5 Petrol MT,0.06849546428665258,0.14670125254901895,Individual,0.2922564529558701,0.20138888888888887,142 Nm @ 4000 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.20998379180403215,0.0985569092715589,0.407247966697339,0.5527643179145469,0.4545449774538408,0.4071298377208148
Swift DZire VXI,0.015481851516846133,0.45697395818848036,Individual,0.16694421315570357,0.13194444444444445,114 Nm @ 4000 rpm,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.2359632758442844,0.038561652075651084,0.16817504961233132,0.8130275543567045,0.29325948296876625,0.29967790939819006
Creta SX 1.6 AT Petrol,0.11541016585285298,0.18571891683572517,Individual,0.3309741881765196,0.26041666666666663,151 Nm @ 4850 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.2172931886663717,0.15054175105826903,0.5130531984095286,0.6050854922823916,0.4978573363321983,0.4835697809178643
Grand i10 Magna 1.2 Kappa VTVT [2013-2016],0.028148727110317105,0.4097218654667134,Individual,0.16694421315570357,0.11805555555555555,114 Nm @ 4000 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.31289727158532066,0.05953515330271712,0.25061894080812497,0.7873110546306736,0.29325948296876625,0.2752019339723071
Compass Limited (O) 2.0 Diesel [2017-2020],0.08585390386614673,0.5824775245145547,Individual,0.4829308909242298,0.4305555555555556,350 Nm @ 1750 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.5061122584367626,0.09027498791862967,0.452066508433727,0.8705527249974412,0.6463899900276937,0.655885096506212
Verna EX 1.6 CRDi [2017-2018],0.030494462188627124,0.5894499448660032,Individual,0.32722731057452126,0.2743055555555556,260 Nm @ 1500 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.33479826947567887,0.04508186008079761,0.26317838506427416,0.8733846125266993,0.49377793214932364,0.500015931374354
i20 Magna 1.2,0.02111161570479018,0.5356716666952804,Individual,0.16694421315570357,0.12499999999999997,113.796 Nm @ 4000 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3033376790743256,0.047883277225644505,0.2083809313283922,0.850644435860946,0.29325948296876625,0.2875856257839553
GLC 220 d Sport,0.3978366692813794,0.3106158825912234,Individual,0.2922564529558701,0.2395833333333333,,,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.3086396722224783,0.5342993260377235,0.786514927411988,0.7225982145933623,0.4545449774538408,0.457869508683332
A6 35 TDI Matrix,0.350921967715179,0.3241144883916279,Corporate,0.48792672772689427,0.4965277777777778,400 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3221769735542602,0.35660053454328744,0.7578877283284684,0.7324840743373255,0.6507887381766446,0.7097308258601829
Marazzo M2 8 STR,0.08350816878783672,0.10138052026460326,Individual,0.2918401332223147,0.2569444444444444,300 Nm @ 1750 rpm,1.0,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.11861633102478751,0.11850688580609735,0.44648230053215476,0.4734539470300154,0.45406479082016205,0.4793746691121501
Seltos HTX Plus 1.5 Diesel [2020-2021],0.13276860543234711,0.3663324936196489,Individual,0.2901748542880932,0.22916666666666666,250 Nm @ 1500 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.42861307295436757,0.1842497665124483,0.5427064380624436,0.7610544801889265,0.4521408334069168,0.4445207492784484
Baleno Alpha 1.2,0.04644555455053839,0.25323286309880166,Individual,0.16694421315570357,0.12499999999999997,115 Nm @ 4000 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.19083469481571547,0.08983059040061492,0.33448959859510374,0.6754545802400456,0.29325948296876625,0.2875856257839553
E-Class E 220d Expression [2019-2019],0.40721960959461945,0.4848636395942747,Individual,0.48043297252289763,0.5034722222222222,400 Nm @ 1600 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5672958259228639,0.417222796790448,0.7918481418762329,0.827028786399715,0.6441804909204993,0.7150839819981027
Ertiga ZDI + SHVS,0.06614972920834257,0.4500015378370318,Individual,0.18817651956702752,0.1458333333333333,200 Nm @ 1750 rpm,0.8333333333333333,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.3443157133068502,0.11696451168558174,0.4004863173227764,0.8093985287831877,0.32325773128385293,0.32304094807642914
Verna Fluidic 1.6 VTVT SX,0.05057404828836404,0.4500015378370318,Individual,0.3309741881765196,0.2569444444444444,158 Nm @ 4200 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3898634802131701,0.06977317945300388,0.3499189328936141,0.8093985287831877,0.4978573363321983,0.4793746691121501
Verna Fluidic 1.6 CRDi SX,0.02486479183008621,0.4709187988913775,Individual,0.32722731057452126,0.2743055555555556,260 Nm @ 1900 rpm,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.24349356107334308,0.03802888957629674,0.2318387799078887,0.8201281913610825,0.49377793214932364,0.500015931374354
Discovery Sport S,0.5948784158594211,0.024683896398668973,Individual,0.5008326394671108,0.45138888888888884,430 Nm @ 1750 rpm,0.8333333333333333,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.03866980284294843,0.5927627331178542,0.8791158752350001,0.2183675123576463,0.6620292534558425,0.6735061945282759
Fortuner 2.8 4x2 AT [2016-2020],0.2570925645827782,0.30358071045661184,Individual,0.8155703580349709,0.4409722222222222,450 Nm @ 1600 rpm,0.8333333333333333,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.26137798849235727,0.18382364399638193,0.6875785059552073,0.7172833013756401,0.8927439449368011,0.6647711682081643
GLE 250 d,0.4119110797512395,0.21991166623922895,Individual,0.5607826810990841,0.5347222222222222,500 Nm @ 1600 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.18795770750903568,0.382911895187527,0.7944704675292842,0.6432389496480266,0.7120574023345556,0.7385061880637043
Xcent S 1.2 (O),0.030963703033692263,0.1439332016694939,Individual,0.16694421315570357,0.11805555555555555,114 Nm @ 4000 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.09301549482680309,0.064196121238133,0.2656129226148214,0.5485909104612934,0.29325948296876625,0.2752019339723071
S-Class Maybach S 500,1.0,0.17110472377908895,Individual,1.0,1.0,700 Nm @ 1800 rpm,0.3333333333333333,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.12677414002293436,0.6171244884847684,0.9999999999999996,0.5867721166568369,1.0,1.0
Creta SX 1.6 AT Petrol,0.12338566511910705,0.04961727157544907,Individual,0.3309741881765196,0.26041666666666663,151 Nm @ 4850 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.05805275702254534,0.1604771035712177,0.5271390252189541,0.33287043101151514,0.4978573363321983,0.4835697809178643
Hector Sharp 1.5 DCT Petrol [2019-2020],0.14721833351473684,0.17110472377908895,Individual,0.27268942547876773,0.32638888888888884,250 Nm @ 1600 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.2442465895962489,0.2096656172886673,0.5648453408655985,0.5867721166568369,0.43162246761535084,0.5573875274867786
Astor Sharp 1.5 CVT,0.15059609819810013,0.0,Individual,0.2922564529558701,0.21180555555555555,144 Nm @ 4400 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.01003321097185442,0.20718203147326184,0.5697357326748631,0.0,0.4545449774538408,0.4214721176717289
CR-V 2.4 AT,0.00844464628191607,0.814659122217792,Individual,0.6486261448792673,0.36458333333333337,215@3600,0.49999999999999994,0.47058823529411764,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.2872682981022654,0.007819560636491243,0.10591147746631702,0.950725344370777,0.7796006558789825,0.5957299267118383
Alto 800 Lxi,0.007975499266254068,0.3663324936196489,Individual,0.0,0.0,69 Nm @ 3500 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.27905324132167547,0.04530792454863104,0.10111702853451732,0.7610544801889265,0.0,0.0
Duster 85 PS RxL,0.030963703033692263,0.6661465687319374,Individual,0.27685262281432144,0.12847222222222218,200 Nm @ 1900 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.4596127471473256,0.05044018432958691,0.2656129226148214,0.9025488838452045,0.43656112560125226,0.2936673339515954
Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],0.03659346722163631,0.4109559838689198,Individual,0.16694421315570357,0.11805555555555555,114 Nm @ 4000 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.35560068242095333,0.07351774638812641,0.2930261697586589,0.7880182132439995,0.29325948296876625,0.2752019339723071
City V,0.04832214261318642,0.5942818321695571,Individual,0.2918401332223147,0.24305555555555555,145 Nm @ 4600 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.45685540770595195,0.07192211082053403,0.3416275126711721,0.8753280802196088,0.45406479082016205,0.4622431379960936
C-Class C 200 Avantgarde,0.19375771746840764,0.19899440518488323,Individual,0.4975020815986678,0.4652777777777778,300 Nm @ 1200 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.13166882542182246,0.19589236284640482,0.624700190823885,0.620612028462526,0.6591452430064297,0.6849266276841948
Elite i20 Asta 1.4 (O) CRDi,0.037531761252960316,0.5072451089224246,Individual,0.2497918401332223,0.1458333333333333,220 Nm @ 1500 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.3889661212233739,0.06266922657411785,0.2973022797130005,0.837713255636189,0.4038367898833721,0.32304094807642914
Fabia Elegance 1.6 MPI,0.006098911203606051,0.4639463785399289,Individual,0.33388842631140714,0.20138888888888887,153 Nm @ 3800 rpm,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2397284184588137,0.014253774227016276,0.08090762456305267,0.8166036003323756,0.501014293766608,0.4071298377208148
Rapid 1.5 TDI CR Ambition Plus AT,0.031808167661883865,0.5964223652174518,Individual,0.2922564529558701,0.19444444444444445,250 Nm @ 1500 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.3715084099673397,0.050016942047749695,0.2699322706954428,0.8761841352883271,0.4545449774538408,0.397341001900239
Sonet GTX Plus 1.0 DCT [2020-2021],0.08397731580349872,0.08743567956170611,Individual,0.08409658617818483,0.24652777777777776,172 Nm @ 1500 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.12677414002293436,0.18465726628559728,0.4476097035259943,0.44279610804869707,0.1625485954029493,0.4665798586046792
XUV500 W11 AT,0.17724364868770195,0.2990486372281702,Individual,0.5757701915070774,0.3680555555555556,360 Nm @ 1750 rpm,0.8333333333333333,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.4238815437354424,0.16294102212632358,0.6051438743595323,0.7137973211923683,0.7240392458720901,0.5990778104896979
3-Series 320d Luxury Line,0.2453638891912281,0.45829174563490416,Individual,0.49916736053288924,0.48958333333333337,400 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.456738867577407,0.24674461375883758,0.6771222761648965,0.8137074401434048,0.660588693127119,0.7043213196750706
GLA 200 CDI Sport,0.13980581066727718,0.5057809006486204,Individual,0.5607826810990841,0.30208333333333326,300 Nm @ 1600 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.34703498297289914,0.1312541149482039,0.5537464733714983,0.8370283397539002,0.7120574023345556,0.5314087950219868
Wagon R VXi,0.01782758659515615,0.29660829010516326,Individual,0.08409658617818483,0.07291666666666666,90@3500,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.16348428051459513,0.053288200826308696,0.18576216129498313,0.7118995024371833,0.1625485954029493,0.18649653164384272
A6 35 TDI Premium,0.12103993004079704,0.21293924588778038,Individual,0.48792672772689427,0.45138888888888884,380 Nm @ 1750 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.12677414002293436,0.1250874586953182,0.523082209387502,0.6359264346235856,0.6507887381766446,0.6735061945282759
Scorpio VLX 2WD BS-IV,0.04128493737825635,0.5615602634602089,Individual,0.5757701915070774,0.2534722222222222,290 Nm @ 1800 rpm,1.0,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.34925983997239374,0.03927642408214248,0.31367550928177224,0.8618551672441219,0.7240392458720901,0.47514502924901914
5-Series 520d Sedan,0.10227404941431688,0.5266981617029661,Individual,0.49916736053288924,0.4756944444444444,380 Nm @ 1750 rpm,0.49999999999999994,0.2941176470588235,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.27361470198957755,0.10458983022143784,0.48785948056784,0.8466356562946742,0.660588693127119,0.693328422602355
Fortuner 3.0 4x4 MT,0.1421515457455872,1.0,Individual,0.91007493755204,0.42361111111111105,343 Nm @ 1400 rpm,0.8333333333333333,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.6290667556568331,0.09252751598685127,0.5573152318497967,1.0,0.9496964808363684,0.6498745210596177
Elite i20 Magna 1.2,0.03893920229994634,0.4500015378370318,Individual,0.16694421315570357,0.12152777777777776,115 Nm @ 4000 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3078774997817943,0.07740175686729034,0.3035753592495767,0.8093985287831877,0.29325948296876625,0.281431081057145
Ecosport Titanium+ 1.5L TDCi,0.05057404828836404,0.5057809006486204,Individual,0.2922564529558701,0.18055555555555555,205 Nm @ 1750 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.4388103342020511,0.0748455697837135,0.3499189328936141,0.8370283397539002,0.4545449774538408,0.37718554242420854
Q7 3.0 TDI quattro Premium Plus,0.2148693331731978,0.3217090033703781,Individual,0.9038301415487093,0.673611111111111,550 Nm @ 1750 rpm,0.6666666666666667,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.19618967840716567,0.14163127293071404,0.6475612976748084,0.7307513507941064,0.94606905098723,0.8313522163570415
C-Class C 250 d,0.2453638891912281,0.3175255511595089,Individual,0.5607826810990841,0.5451388888888888,500 Nm @ 1600 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.24098346599699016,0.22887997797207926,0.6771222761648965,0.7277084134847409,0.7120574023345556,0.7460822222112009
S-Presso VXi,0.02533393884574822,0.023219688124864777,Individual,0.08409658617818483,0.06944444444444442,90 Nm @ 3500 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.036614034975415426,0.06819532882168897,0.2346144554585794,0.2096418173166419,0.1625485954029493,0.1789942328207239
Scorpio S5 2WD 7 STR,0.0942985501480628,0.2059668255363318,Individual,0.5757701915070774,0.2534722222222222,280 Nm @ 1800 rpm,0.8333333333333333,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.20369062486260459,0.08749626267068693,0.4711469683362606,0.6283888910827646,0.7240392458720901,0.47514502924901914
Hector Sharp 2.0 Diesel Turbo MT,0.15200363307448927,0.43907575514631186,Individual,0.4829308909242298,0.42361111111111105,350 Nm @ 1750 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.6204814774671821,0.15730276262638532,0.5717442117741642,0.8036014556795705,0.6463899900276937,0.6498745210596177
Swift VDi BS-IV,0.012666969422874107,0.5910536015468364,Individual,0.18817651956702752,0.09722222222222218,190@2000,0.49999999999999994,0.32352941176470584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.28490744044558364,0.032027924832096,0.14519090627452869,0.8740313417035135,0.32325773128385293,0.23615290233289077
Swift ZDi,0.03143285004935427,0.24960023209569698,Individual,0.18817651956702752,0.09374999999999997,190 Nm @ 2000 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.21400967054461761,0.06183023600875766,0.2680222593240851,0.6721413165930694,0.32325773128385293,0.2293462022617434
City VX (O) MT,0.07647096355290665,0.3794476163007237,Individual,0.2918401332223147,0.24305555555555555,145 Nm @ 4600 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.44395791167988174,0.10918993080898469,0.42889515407775614,0.769291837474777,0.45406479082016205,0.4622431379960936
Innova 2.5 G4 7 STR,0.04550726051921439,0.512753321000069,Individual,0.7069109075770192,0.19097222222222218,200@1400,0.8333333333333333,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.2899303199858712,0.03616428009023612,0.3308384843607204,0.8402728259999814,0.8211537874413599,0.3923757618985735
Duster 110 PS RxL Diesel,0.02486479183008621,0.4848636395942747,Individual,0.27685262281432144,0.21180555555555555,248 Nm @ 2250 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.30031298598351264,0.04216652422469029,0.2318387799078887,0.827028786399715,0.43656112560125226,0.4214721176717289
Q3 2.0 TDI quattro Premium,0.11165698972755696,0.4848636395942747,Individual,0.48792672772689427,0.4409722222222222,380 Nm @ 1750 rpm,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.25102384630240165,0.11563794539540108,0.5061237152816691,0.827028786399715,0.6507887381766446,0.6647711682081643
M-Class 350 CDI,0.2852413855224984,0.40477841943753634,Individual,0.9121565362198167,0.6493055555555556,535@1600,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.24920357099112284,0.18729701821531153,0.7109401102489863,0.7844577791565133,0.9509015717960914,0.8162681632589179
V40 Cross Country D3,0.10227404941431688,0.4788743305123803,Individual,0.49458784346378015,0.35763888888888884,350 Nm @ 1500 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.2701109230248735,0.10523586019025037,0.48785948056784,0.8240887646031703,0.6566122167511832,0.5889680088586946
